500;07-01-2024 17:38:43;
550;07-01-2024 17:43:36;
350;07-01-2024 17:48:02;
0;07-01-2024 17:52:05;
400;07-01-2024 22:41:09;
3010;07-01-2024 22:44:22;
3040;08-01-2024 09:53:56;
640;16-01-2024 20:42:56;
0;06-03-2025 11:03:58;
0;06-03-2025 11:08:09;
0;06-03-2025 11:08:48;
0;06-03-2025 11:17:26;
0;06-03-2025 11:17:31;
0;06-03-2025 11:17:35;
0;06-03-2025 11:18:36;
310;06-03-2025 11:19:16;
0;06-03-2025 11:21:43;
0;06-03-2025 11:22:13;
